ZipCode,City,State,Metro,CountyName,2016_AvgHomeValue
10065,New York,NY,New York-Newark-Jersey City,New York County,8959594
10075,New York,NY,New York-Newark-Jersey City,New York County,8299805
10021,New York,NY,New York-Newark-Jersey City,New York County,7677481
10014,New York,NY,New York-Newark-Jersey City,New York County,6369047
10128,New York,NY,New York-Newark-Jersey City,New York County,6354494
81611,Aspen,CO,Glenwood Springs,Pitkin County,4666409
10013,New York,NY,New York-Newark-Jersey City,New York County,4656021
02108,Boston,MA,Boston-Cambridge-Newton,Suffolk County,4381094
94027,Atherton,CA,San Francisco-Oakland-Hayward,San Mateo County,4277024
11962,Sagaponack,NY,New York-Newark-Jersey City,Suffolk County,4037442
33480,Palm Beach,FL,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,4037076
10028,New York,NY,New York-Newark-Jersey City,New York County,3887964
10024,New York,NY,New York-Newark-Jersey City,New York County,3629868
10007,New York,NY,New York-Newark-Jersey City,New York County,3475266
94028,Portola Valley,CA,San Francisco-Oakland-Hayward,San Mateo County,3324260
10011,New York,NY,New York-Newark-Jersey City,New York County,3224284
94304,Palo Alto,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,3127756
94022,Los Altos,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,3125019
94301,Palo Alto,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,3094683
11201,New York,NY,New York-Newark-Jersey City,Kings County,3065813
81615,Snowmass Village,CO,Glenwood Springs,Pitkin County,3065228
11976,Water Mill,NY,New York-Newark-Jersey City,Suffolk County,2991381
10003,New York,NY,New York-Newark-Jersey City,New York County,2934824
92657,Newport Beach,CA,Los Angeles-Long Beach-Anaheim,Orange County,2811837
81656,Aspen,CO,Glenwood Springs,Pitkin County,2808568
94123,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2774530
90210,Beverly Hills,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2706473
10022,New York,NY,New York-Newark-Jersey City,New York County,2679454
34102,Naples,FL,Naples-Immokalee-Marco Island,Collier County,2671339
94305,Stanford,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,2606559
33149,Key Biscayne,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,2591478
07620,Alpine,NJ,New York-Newark-Jersey City,Bergen County,2546277
11217,New York,NY,New York-Newark-Jersey City,Kings County,2489704
33109,Fisher Island,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,2465542
94024,Los Altos,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,2461209
10012,New York,NY,New York-Newark-Jersey City,New York County,2459169
11932,Bridgehampton,NY,New York-Newark-Jersey City,Suffolk County,2429699
11231,New York,NY,New York-Newark-Jersey City,Kings County,2410065
92067,Rancho Santa Fe,CA,San Diego-Carlsbad,San Diego County,2405833
11930,Amagansett,NY,New York-Newark-Jersey City,Suffolk County,2393443
31561,Sea Island,GA,Brunswick,Glynn County,2363239
94115,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2355780
98039,Medina,WA,Seattle-Tacoma-Bellevue,King County,2353703
94010,Burlingame,CA,San Francisco-Oakland-Hayward,San Mateo County,2325775
90402,Santa Monica,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2301748
90272,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2298660
94306,Palo Alto,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,2290668
93108,Montecito,CA,Santa Maria-Santa Barbara,Santa Barbara County,2250603
95070,Saratoga,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,2227636
92661,Newport Beach,CA,Los Angeles-Long Beach-Anaheim,Orange County,2220863
11975,Wainscott,NY,New York-Newark-Jersey City,Suffolk County,2213671
95030,Los Gatos,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,2177413
02116,Boston,MA,Boston-Cambridge-Newton,Suffolk County,2150351
94528,Diablo,CA,San Francisco-Oakland-Hayward,Contra Costa County,2132443
11568,Old Westbury,NY,New York-Newark-Jersey City,Nassau County,2116496
94109,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,2101038
06830,Greenwich,CT,Bridgeport-Stamford-Norwalk,Fairfield County,2100316
89413,Glenbrook,NV,Gardnerville Ranchos,Douglas County,2087886
92625,Newport Beach,CA,Los Angeles-Long Beach-Anaheim,Orange County,2081756
94025,Menlo Park,CA,San Francisco-Oakland-Hayward,San Mateo County,2080958
11215,New York,NY,New York-Newark-Jersey City,Kings County,2078148
02112,Boston,MA,Boston-Cambridge-Newton,Suffolk County,2053716
92662,Newport Beach,CA,Los Angeles-Long Beach-Anaheim,Orange County,2053467
92091,Rancho Santa Fe,CA,San Diego-Carlsbad,San Diego County,2031099
94129,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,1992669
90049,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1988133
94040,Mountain View,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1966612
11238,New York,NY,New York-Newark-Jersey City,Kings County,1962214
02118,Boston,MA,Boston-Cambridge-Newton,Suffolk County,1960278
94108,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,1943007
94920,Tiburon,CA,San Francisco-Oakland-Hayward,Marin County,1942266
94133,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,1933800
83025,Teton Village,WY,Jackson,Teton County,1933135
33139,Miami Beach,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,1927567
90265,Malibu,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1926313
02114,Boston,MA,Boston-Cambridge-Newton,Suffolk County,1924207
95014,Cupertino,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1905451
10031,New York,NY,New York-Newark-Jersey City,New York County,1890340
94118,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,1880101
94957,Ross,CA,San Francisco-Oakland-Hayward,Marin County,1849502
11765,Mill Neck,NY,New York-Newark-Jersey City,Nassau County,1845257
02445,Brookline,MA,Boston-Cambridge-Newton,Norfolk County,1841240
94563,Orinda,CA,San Francisco-Oakland-Hayward,Contra Costa County,1839989
94062,Redwood City,CA,San Francisco-Oakland-Hayward,San Mateo County,1822549
33921,Boca Grande,FL,Cape Coral-Fort Myers,Lee County,1819900
90077,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1815266
94117,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,1797428
53203,Milwaukee,WI,Milwaukee-Waukesha-West Allis,Milwaukee County,1795739
94303,Palo Alto,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1787635
11024,Great Neck,NY,New York-Newark-Jersey City,Nassau County,1775777
94506,Danville,CA,San Francisco-Oakland-Hayward,Contra Costa County,1763808
21056,Gibson Island,MD,Baltimore-Columbia-Towson,Anne Arundel County,1744055
10580,Rye,NY,New York-Newark-Jersey City,Westchester County,1736403
02446,Brookline,MA,Boston-Cambridge-Newton,Norfolk County,1735261
06870,Greenwich,CT,Bridgeport-Stamford-Norwalk,Fairfield County,1732322
08247,Stone Harbor,NJ,Ocean City,Cape May County,1714193
11222,New York,NY,New York-Newark-Jersey City,Kings County,1705768
94507,Alamo,CA,San Francisco-Oakland-Hayward,Contra Costa County,1704639
94904,Kentfield,CA,San Francisco-Oakland-Hayward,Marin County,1693183
90020,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1688070
94041,Mountain View,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1686659
90024,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1686414
11959,Quogue,NY,New York-Newark-Jersey City,Suffolk County,1685957
94114,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,1683798
10069,New York,NY,New York-Newark-Jersey City,New York County,1682330
29941,Sheldon,SC,Hilton Head Island-Bluffton-Beaufort,Beaufort County,1680723
90212,Beverly Hills,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1680145
98004,Bellevue,WA,Seattle-Tacoma-Bellevue,King County,1678967
33140,Miami Beach,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,1677730
94087,Sunnyvale,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1674385
94402,San Mateo,CA,San Francisco-Oakland-Hayward,San Mateo County,1667272
02138,Cambridge,MA,Boston-Cambridge-Newton,Middlesex County,1666885
92651,Laguna Beach,CA,Los Angeles-Long Beach-Anaheim,Orange County,1665561
92660,Newport Beach,CA,Los Angeles-Long Beach-Anaheim,Orange County,1655494
10282,New York,NY,New York-Newark-Jersey City,New York County,1643598
11205,New York,NY,New York-Newark-Jersey City,Kings County,1635489
06878,Greenwich,CT,Bridgeport-Stamford-Norwalk,Fairfield County,1633184
10023,New York,NY,New York-Newark-Jersey City,New York County,1625684
94070,San Carlos,CA,San Francisco-Oakland-Hayward,San Mateo County,1619846
29482,Sullivans Island,SC,Charleston-North Charleston,Charleston County,1616935
90094,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1616862
07723,Deal,NJ,New York-Newark-Jersey City,Monmouth County,1591690
94065,Redwood City,CA,San Francisco-Oakland-Hayward,San Mateo County,1578133
95032,Los Gatos,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1563933
95129,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1560507
89402,Incline Village,NV,Reno,Washoe County,1557316
92663,Newport Beach,CA,Los Angeles-Long Beach-Anaheim,Orange County,1555176
94002,Belmont,CA,San Francisco-Oakland-Hayward,San Mateo County,1554708
94970,Stinson Beach,CA,San Francisco-Oakland-Hayward,Marin County,1545904
02109,Boston,MA,Boston-Cambridge-Newton,Suffolk County,1537950
11030,Manhasset,NY,New York-Newark-Jersey City,Nassau County,1533741
06831,Greenwich,CT,Bridgeport-Stamford-Norwalk,Fairfield County,1523465
85253,Paradise Valley,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,1516525
11249,New York,NY,New York-Newark-Jersey City,Kings County,1511687
94030,Millbrae,CA,San Francisco-Oakland-Hayward,San Mateo County,1510810
10030,New York,NY,New York-Newark-Jersey City,New York County,1510784
20008,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,1510607
90401,Santa Monica,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1502793
06840,New Canaan,CT,Bridgeport-Stamford-Norwalk,Fairfield County,1497290
90069,West Hollywood,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1497191
83014,Wilson,WY,Jackson,Teton County,1484888
07078,Short Hills,NJ,New York-Newark-Jersey City,Essex County,1482621
08202,Avalon,NJ,Ocean City,Cape May County,1480724
02493,Weston,MA,Boston-Cambridge-Newton,Middlesex County,1475335
94939,Larkspur,CA,San Francisco-Oakland-Hayward,Marin County,1473970
10025,New York,NY,New York-Newark-Jersey City,New York County,1468748
94121,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,1466818
94127,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,1463416
94941,Mill Valley,CA,San Francisco-Oakland-Hayward,Marin County,1463146
10036,New York,NY,New York-Newark-Jersey City,New York County,1462914
94404,Foster City,CA,San Francisco-Oakland-Hayward,San Mateo County,1460927
07030,Hoboken,NJ,New York-Newark-Jersey City,Hudson County,1449183
06820,Darien,CT,Bridgeport-Stamford-Norwalk,Fairfield County,1448698
11963,Sag Harbor,NY,New York-Newark-Jersey City,Suffolk County,1444853
84060,Park City,UT,Summit Park,Summit County,1442403
10016,New York,NY,New York-Newark-Jersey City,New York County,1436944
11225,New York,NY,New York-Newark-Jersey City,Kings County,1431306
94105,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,1430814
94131,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,1428205
02481,Wellesley,MA,Boston-Cambridge-Newton,Norfolk County,1423082
94556,Moraga,CA,San Francisco-Oakland-Hayward,Contra Costa County,1417967
10017,New York,NY,New York-Newark-Jersey City,New York County,1412651
92037,San Diego,CA,San Diego-Carlsbad,San Diego County,1407680
94043,Mountain View,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1407391
11211,New York,NY,New York-Newark-Jersey City,Kings County,1407378
81655,Wolcott,CO,Edwards,Eagle County,1399149
94526,Danville,CA,San Francisco-Oakland-Hayward,Contra Costa County,1390769
11968,Southampton,NY,New York-Newark-Jersey City,Suffolk County,1390214
94061,Redwood City,CA,San Francisco-Oakland-Hayward,San Mateo County,1384889
90010,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1384135
94158,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,1381369
93953,Del Monte Forest,CA,Salinas,Monterey County,1379092
06390,Fishers Island,NY,New York-Newark-Jersey City,Suffolk County,1377772
98040,Mercer Island,WA,Seattle-Tacoma-Bellevue,King County,1376914
94102,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,1375991
02468,Newton,MA,Boston-Cambridge-Newton,Middlesex County,1375066
93920,Big Sur,CA,Salinas,Monterey County,1373350
75205,University Park,TX,Dallas-Fort Worth-Arlington,Dallas County,1368808
95120,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1359994
10009,New York,NY,New York-Newark-Jersey City,New York County,1358607
10032,New York,NY,New York-Newark-Jersey City,New York County,1356846
02535,Chilmark,MA,Vineyard Haven,Dukes County,1355197
90274,Palos Verdes Estates,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1350404
11216,New York,NY,New York-Newark-Jersey City,Kings County,1345278
94403,San Mateo,CA,San Francisco-Oakland-Hayward,San Mateo County,1341539
90405,Santa Monica,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1336880
91436,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1330095
07976,Harding Township,NJ,New York-Newark-Jersey City,Morris County,1328820
10577,Purchase,NY,New York-Newark-Jersey City,Westchester County,1327205
03871,Rye,NH,Boston-Cambridge-Newton,Rockingham County,1325639
96821,Honolulu,HI,Urban Honolulu,Honolulu County,1325376
94086,Sunnyvale,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1324838
11937,East Hampton,NY,New York-Newark-Jersey City,Suffolk County,1322926
60043,Kenilworth,IL,Chicago-Naperville-Elgin,Cook County,1320706
94103,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,1318590
91302,Calabasas,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1312827
92118,Coronado,CA,San Diego-Carlsbad,San Diego County,1311083
11954,Montauk,NY,New York-Newark-Jersey City,Suffolk County,1307014
20007,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,1305680
94539,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,1305654
94110,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,1302363
75225,Dallas,TX,Dallas-Fort Worth-Arlington,Dallas County,1301614
90403,Santa Monica,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1300758
94925,Corte Madera,CA,San Francisco-Oakland-Hayward,Marin County,1298768
83353,Sun Valley,ID,Hailey,Blaine County,1295376
94946,Nicasio,CA,San Francisco-Oakland-Hayward,Marin County,1290784
90293,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1288194
90266,Manhattan Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1285340
94965,Sausalito,CA,San Francisco-Oakland-Hayward,Marin County,1282341
81657,Vail,CO,Edwards,Eagle County,1279504
94708,Berkeley,CA,San Francisco-Oakland-Hayward,Alameda County,1272089
02467,Brookline,MA,Boston-Cambridge-Newton,Norfolk County,1268027
02459,Newton,MA,Boston-Cambridge-Newton,Middlesex County,1264464
90067,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1260638
94705,Berkeley,CA,San Francisco-Oakland-Hayward,Alameda County,1259676
11965,Town of Shelter Island,NY,New York-Newark-Jersey City,Suffolk County,1257815
08750,Sea Girt,NJ,New York-Newark-Jersey City,Monmouth County,1256479
10583,Scarsdale,NY,New York-Newark-Jersey City,Westchester County,1255094
90291,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1250524
94074,San Gregorio,CA,San Francisco-Oakland-Hayward,San Mateo County,1250334
90275,Rancho Palos Verdes,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1248770
92603,Irvine,CA,Los Angeles-Long Beach-Anaheim,Orange County,1247554
10002,New York,NY,New York-Newark-Jersey City,New York County,1239559
10027,New York,NY,New York-Newark-Jersey City,New York County,1238697
22102,McLean,VA,Washington-Arlington-Alexandria,Fairfax County,1225408
94122,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,1224524
11021,Great Neck,NY,New York-Newark-Jersey City,Nassau County,1224415
10005,New York,NY,New York-Newark-Jersey City,New York County,1224273
07632,Englewood Cliffs,NJ,New York-Newark-Jersey City,Bergen County,1222445
20815,Chevy Chase,MD,Washington-Arlington-Alexandria,Montgomery County,1221760
94707,Berkeley,CA,San Francisco-Oakland-Hayward,Alameda County,1220209
92014,Del Mar,CA,San Diego-Carlsbad,San Diego County,1219715
94549,Lafayette,CA,San Francisco-Oakland-Hayward,Contra Costa County,1205033
93923,Carmel-by-the-Sea,CA,Salinas,Monterey County,1204644
94582,San Ramon,CA,San Francisco-Oakland-Hayward,Contra Costa County,1202249
20016,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,1200205
92618,Irvine,CA,Los Angeles-Long Beach-Anaheim,Orange County,1199285
92861,Villa Park,CA,Los Angeles-Long Beach-Anaheim,Orange County,1196538
90245,El Segundo,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1193800
95130,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1193443
94116,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,1190257
90048,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1188402
95135,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1186932
11218,New York,NY,New York-Newark-Jersey City,Kings County,1186536
02482,Wellesley,MA,Boston-Cambridge-Newton,Norfolk County,1179400
81654,Aspen,CO,Glenwood Springs,Pitkin County,1175468
91403,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1172654
91008,Bradbury,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1171997
10001,New York,NY,New York-Newark-Jersey City,New York County,1170812
77024,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,1170773
29401,Charleston,SC,Charleston-North Charleston,Charleston County,1165511
33122,Doral,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,1164167
19710,Wilmington,DE,Philadelphia-Camden-Wilmington,New Castle County,1163467
02807,New Shoreham,RI,Providence-Warwick,Washington County,1163216
90292,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1162504
10538,Larchmont,NY,New York-Newark-Jersey City,Westchester County,1160782
08738,Mantoloking,NJ,New York-Newark-Jersey City,Ocean County,1159992
93109,Santa Barbara,CA,Santa Maria-Santa Barbara,Santa Barbara County,1159871
95138,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1159669
10038,New York,NY,New York-Newark-Jersey City,New York County,1158909
94611,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,1155235
94709,Berkeley,CA,San Francisco-Oakland-Hayward,Alameda County,1154695
90277,Redondo Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1153175
94107,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,1150179
33924,Captiva,FL,Cape Coral-Fort Myers,Lee County,1149549
90035,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1148026
95051,Santa Clara,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1144016
94111,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,1143351
96822,Honolulu,HI,Urban Honolulu,Honolulu County,1142292
60614,Chicago,IL,Chicago-Naperville-Elgin,Cook County,1142199
11978,Westhampton Beach,NY,New York-Newark-Jersey City,Suffolk County,1141935
06807,Greenwich,CT,Bridgeport-Stamford-Norwalk,Fairfield County,1139649
94704,Berkeley,CA,San Francisco-Oakland-Hayward,Alameda County,1138761
06880,Westport,CT,Bridgeport-Stamford-Norwalk,Fairfield County,1138670
11724,Cold Spring Harbor,NY,New York-Newark-Jersey City,Suffolk County,1138576
94060,Pescadero,CA,San Francisco-Oakland-Hayward,San Mateo County,1138533
90036,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1134175
93105,Santa Barbara,CA,Santa Maria-Santa Barbara,Santa Barbara County,1133081
91108,San Marino,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1132242
96712,Haleiwa,HI,Urban Honolulu,Honolulu County,1131084
98112,Seattle,WA,Seattle-Tacoma-Bellevue,King County,1128974
95008,Campbell,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1125060
77005,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,1124448
11576,East Hills,NY,New York-Newark-Jersey City,Nassau County,1123935
94583,San Ramon,CA,San Francisco-Oakland-Hayward,Contra Costa County,1122562
11213,New York,NY,New York-Newark-Jersey City,Kings County,1122258
95140,East Foothills,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1122228
93067,Summerland,CA,Santa Maria-Santa Barbara,Santa Barbara County,1117250
10504,Town Of North Castle,NY,New York-Newark-Jersey City,Westchester County,1115856
30327,Atlanta,GA,Atlanta-Sandy Springs-Roswell,Fulton County,1115854
90211,Beverly Hills,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1114677
94132,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,1114148
90025,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1113298
92130,San Diego,CA,San Diego-Carlsbad,San Diego County,1112800
94618,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,1112650
60093,Winnetka,IL,Chicago-Naperville-Elgin,Cook County,1112400
93110,Santa Barbara,CA,Santa Maria-Santa Barbara,Santa Barbara County,1110233
11559,Lawrence,NY,New York-Newark-Jersey City,Nassau County,1107014
90064,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1107010
90254,Hermosa Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1101459
01773,Lincoln,MA,Boston-Cambridge-Newton,Middlesex County,1099624
95125,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1096134
90404,Santa Monica,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1096012
94960,San Anselmo,CA,San Francisco-Oakland-Hayward,Marin County,1094830
95124,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1090770
93103,Santa Barbara,CA,Santa Maria-Santa Barbara,Santa Barbara County,1090743
03854,New Castle,NH,Boston-Cambridge-Newton,Rockingham County,1090660
92602,Irvine,CA,Los Angeles-Long Beach-Anaheim,Orange County,1089123
91356,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1088299
02030,Dover,MA,Boston-Cambridge-Newton,Norfolk County,1087536
81632,Edwards,CO,Edwards,Eagle County,1086024
90046,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1083053
22066,Great Falls,VA,Washington-Arlington-Alexandria,Fairfax County,1080262
95117,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1079459
94566,Pleasanton,CA,San Francisco-Oakland-Hayward,Alameda County,1077256
11020,Great Neck,NY,New York-Newark-Jersey City,Nassau County,1067609
02458,Newton,MA,Boston-Cambridge-Newton,Middlesex County,1066559
94019,Half Moon Bay,CA,San Francisco-Oakland-Hayward,San Mateo County,1066491
94937,Inverness,CA,San Francisco-Oakland-Hayward,Marin County,1066440
11023,Great Neck,NY,New York-Newark-Jersey City,Nassau County,1065145
02139,Cambridge,MA,Boston-Cambridge-Newton,Middlesex County,1064560
90034,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1064215
95141,San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1062246
07931,Far Hills,NJ,New York-Newark-Jersey City,Somerset County,1061103
28480,Wrightsville Beach,NC,Wilmington,New Hanover County,1059942
60022,Glencoe,IL,Chicago-Naperville-Elgin,Cook County,1057538
22101,McLean,VA,Washington-Arlington-Alexandria,Fairfax County,1056685
90290,Topanga,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1056597
20052,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,1056329
11230,New York,NY,New York-Newark-Jersey City,Kings County,1054759
11106,New York,NY,New York-Newark-Jersey City,New York County,1053824
95033,Lexington Hills,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1051891
94610,Oakland,CA,San Francisco-Oakland-Hayward,Alameda County,1047034
07760,Rumson,NJ,New York-Newark-Jersey City,Monmouth County,1045397
10026,New York,NY,New York-Newark-Jersey City,New York County,1044740
10506,Town of Bedford,NY,New York-Newark-Jersey City,Westchester County,1044494
28207,Charlotte,NC,Charlotte-Concord-Gastonia,Mecklenburg County,1043675
07717,Avon by the Sea,NJ,New York-Newark-Jersey City,Monmouth County,1043347
78746,Austin,TX,Austin-Round Rock,Travis County,1042390
40025,Louisville,KY,Louisville/Jefferson County,Jefferson County,1041627
33301,Fort Lauderdale,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,1041304
11221,New York,NY,New York-Newark-Jersey City,Kings County,1040777
96816,Honolulu,HI,Urban Honolulu,Honolulu County,1039583
90066,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1038740
10280,New York,NY,New York-Newark-Jersey City,New York County,1036241
91011,La Canada Flintridge,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1036074
91604,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1035861
01890,Winchester,MA,Boston-Cambridge-Newton,Middlesex County,1035580
11209,New York,NY,New York-Newark-Jersey City,Kings County,1035564
20015,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,1035031
11219,New York,NY,New York-Newark-Jersey City,Kings County,1032969
02650,Chatham,MA,Barnstable Town,Barnstable County,1032612
07302,Jersey City,NJ,New York-Newark-Jersey City,Hudson County,1032547
92075,Solana Beach,CA,San Diego-Carlsbad,San Diego County,1032252
92648,Huntington Beach,CA,Los Angeles-Long Beach-Anaheim,Orange County,1031534
94586,Sunol,CA,San Francisco-Oakland-Hayward,Alameda County,1030857
12820,Town Of Queensbury,NY,Glens Falls,Warren County,1030763
90005,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,1030083
94901,San Rafael,CA,San Francisco-Oakland-Hayward,Marin County,1020742
11960,Remsenburg,NY,New York-Newark-Jersey City,Suffolk County,1019343
33146,Coral Gables,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,1018239
92106,San Diego,CA,San Diego-Carlsbad,San Diego County,1017375
96734,Kailua,HI,Urban Honolulu,Honolulu County,1016587
11797,Woodbury,NY,New York-Newark-Jersey City,Nassau County,1016494
07458,Upper Saddle River,NJ,New York-Newark-Jersey City,Bergen County,1013538
94018,Half Moon Bay,CA,San Francisco-Oakland-Hayward,San Mateo County,1013283
02421,Lexington,MA,Boston-Cambridge-Newton,Middlesex County,1011455
95054,Santa Clara,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1011119
94963,San Geronimo,CA,San Francisco-Oakland-Hayward,Marin County,1009167
20816,Bethesda,MD,Washington-Arlington-Alexandria,Montgomery County,1003954
94038,Moss Beach,CA,San Francisco-Oakland-Hayward,San Mateo County,1003865
